dispatch_id,product,wagon_type,num_wagons,quantity_tonnes,fill_percentage,destination_id,destination_city,distance_km,planned_dispatch_date,actual_dispatch_date,delay_days,is_delayed,pending_orders_count,inventory_level,dock_utilization,is_month_end,day_of_week,month,demurrage_cost,freight_cost,total_cost
DISP2152,Structurals,BOXN,49,2348.24,82.63,CMO06,Ahmedabad,1900,2023-02-21,2023-02-24,3,1,71,0.416,0.724,0,1,2,2205000,5353987.2,7558987.2
DISP2153,HR Coil,BOST,43,1687.35,78.48,CMO05,Hyderabad,1600,2023-02-24,2023-02-26,2,1,68,0.359,0.44,0,4,2,1290000,3239712.0,4529712.0
DISP2154,CR Coil,BLC,49,2272.76,74.81,CMO03,Chennai,2100,2023-10-08,2023-10-09,1,1,68,0.928,0.782,0,6,10,735000,5727355.2,6462355.2
DISP2155,HR Coil,BOXN,43,2370.72,95.06,CMO06,Ahmedabad,1900,2023-12-09,2023-12-13,4,1,68,0.319,0.363,0,5,12,2580000,5405241.6,7985241.6
DISP2156,HR Coil,BOBYN,54,3228.98,99.66,CMO03,Chennai,2100,2023-06-01,2023-06-02,1,1,38,0.571,0.37,0,3,6,810000,8137029.6,8947029.6
DISP2157,TMT Bar,BCN,53,2686.35,92.16,CMO03,Chennai,2100,2023-02-18,2023-02-18,0,0,10,0.208,0.397,0,5,2,0,6769602.0,6769602.0
DISP2158,TMT Bar,BLC,48,2867.5,96.35,CMO03,Chennai,2100,2023-02-17,2023-02-21,4,1,52,0.852,0.428,0,4,2,2880000,7226100.0,10106100.0
DISP2159,TMT Bar,BLC,55,3205.3,94.0,CMO07,Pune,1750,2023-11-29,2023-12-04,5,1,26,0.29,0.787,1,2,11,4125000,6731130.0,10856130.0
DISP2160,CR Coil,BLC,58,3037.91,84.48,CMO01,Delhi,1200,2023-10-19,2023-10-20,1,1,61,0.345,0.566,0,3,10,870000,4374590.4,5244590.4
DISP2161,Structurals,BOBYN,55,3221.19,97.61,CMO07,Pune,1750,2023-02-27,2023-02-28,1,1,57,0.553,0.344,1,0,2,825000,6764499.0,7589499.0
DISP2162,Semis,BOST,58,2659.68,91.71,CMO06,Ahmedabad,1900,2023-04-25,2023-04-27,2,1,48,0.615,0.782,1,1,4,1740000,6064070.4,7804070.4
DISP2163,Structurals,BLC,51,2843.0,89.91,CMO02,Mumbai,1800,2023-11-25,2023-11-28,3,1,54,0.319,0.879,1,5,11,2295000,6140880.0,8435880.0
DISP2164,HR Coil,BOBYN,56,3207.64,95.47,CMO06,Ahmedabad,1900,2023-09-11,2023-09-16,5,1,26,0.26,0.644,0,0,9,4200000,7313419.2,11513419.2
DISP2165,HR Coil,BOBYN,57,3054.04,89.3,CMO05,Hyderabad,1600,2023-07-26,2023-07-27,1,1,35,0.263,0.611,1,2,7,855000,5863756.8,6718756.8
DISP2166,Wire Rod,BCN,43,2351.29,99.42,CMO04,Kolkata,350,2023-12-01,2023-12-01,0,0,7,0.282,0.589,0,4,12,0,987541.8,987541.8
DISP2167,HR Coil,BOXN,49,2748.31,96.7,CMO07,Pune,1750,2023-10-15,2023-10-15,0,0,31,0.724,0.619,0,6,10,0,5771451.0,5771451.0
DISP2168,Semis,BOBYN,54,2590.68,79.96,CMO01,Delhi,1200,2023-11-14,2023-11-14,0,0,65,0.773,0.554,0,1,11,0,3730579.2,3730579.2
DISP2169,HR Coil,BOBYN,40,1925.78,80.24,CMO07,Pune,1750,2023-11-21,2023-11-24,3,1,42,0.638,0.562,0,1,11,1800000,4044138.0,5844138.0
DISP2170,Wire Rod,BLC,43,2069.58,77.63,CMO02,Mumbai,1800,2023-04-11,2023-04-14,3,1,29,0.297,0.897,0,1,4,1935000,4470292.8,6405292.8
DISP2171,CR Coil,BCN,43,2192.7,92.71,CMO06,Ahmedabad,1900,2023-01-24,2023-01-27,3,1,80,0.299,0.924,0,1,1,1935000,4999356.0,6934356.0
DISP2172,Plate,BLC,40,2130.59,85.91,CMO02,Mumbai,1800,2023-01-25,2023-01-28,3,1,75,0.948,0.887,1,2,1,1800000,4602074.4,6402074.4
DISP2173,CR Coil,BOST,45,2068.08,91.91,CMO06,Ahmedabad,1900,2023-03-07,2023-03-07,0,0,18,0.51,0.72,0,1,3,0,4715222.4,4715222.4
DISP2174,Plate,BLC,47,2278.98,78.21,CMO04,Kolkata,350,2023-06-25,2023-06-28,3,1,42,0.562,0.393,1,6,6,2115000,957171.6,3072171.6
DISP2175,Structurals,BCN,57,3004.0,95.82,CMO05,Hyderabad,1600,2023-12-31,2024-01-02,2,1,75,0.706,0.441,1,6,12,1710000,5767680.0,7477680.0
DISP2176,TMT Bar,BOBYN,45,2298.15,85.12,CMO06,Ahmedabad,1900,2023-12-22,2023-12-22,0,0,46,0.768,0.833,0,4,12,0,5239782.0,5239782.0
DISP2177,Plate,BLC,57,2776.94,78.58,CMO05,Hyderabad,1600,2023-08-05,2023-08-07,2,1,6,0.618,0.318,0,5,8,1710000,5331724.8,7041724.8
DISP2178,CR Coil,BOBYN,49,2660.75,90.5,CMO03,Chennai,2100,2023-03-16,2023-03-16,0,0,12,0.752,0.507,0,3,3,0,6705090.0,6705090.0
DISP2179,HR Coil,BLC,43,2358.96,88.48,CMO03,Chennai,2100,2023-12-12,2023-12-13,1,1,76,0.892,0.82,0,1,12,645000,5944579.2,6589579.2
DISP2180,Semis,BCN,41,2205.27,97.79,CMO07,Pune,1750,2023-07-18,2023-07-20,2,1,58,0.965,0.983,0,1,7,1230000,4631067.0,5861067.0
DISP2181,HR Coil,BCN,46,2242.01,88.62,CMO06,Ahmedabad,1900,2023-08-15,2023-08-15,0,0,33,0.929,0.793,0,1,8,0,5111782.8,5111782.8
DISP2182,Semis,BOST,46,2145.54,93.28,CMO05,Hyderabad,1600,2023-04-10,2023-04-14,4,1,42,0.559,0.988,0,0,4,2760000,4119436.8,6879436.8
DISP2183,Structurals,BOXN,52,2147.97,71.22,CMO05,Hyderabad,1600,2023-05-23,2023-05-23,0,0,76,0.411,0.413,0,1,5,0,4124102.4,4124102.4
DISP2184,HR Coil,BLC,44,1942.29,71.2,CMO03,Chennai,2100,2023-06-15,2023-06-15,0,0,11,0.819,0.738,0,3,6,0,4894570.8,4894570.8
DISP2185,TMT Bar,BOST,57,2301.16,80.74,CMO04,Kolkata,350,2023-12-29,2024-01-02,4,1,45,0.62,0.97,1,4,12,3420000,966487.2,4386487.2
DISP2186,CR Coil,BOST,57,2339.92,82.1,CMO04,Kolkata,350,2023-06-28,2023-06-29,1,1,33,0.907,0.764,1,2,6,855000,982766.4,1837766.4
DISP2187,Semis,BOST,55,2747.22,99.9,CMO05,Hyderabad,1600,2023-11-29,2023-12-01,2,1,6,0.292,0.542,1,2,11,1650000,5274662.4,6924662.4
DISP2188,Plate,BOXN,50,2361.79,81.44,CMO02,Mumbai,1800,2023-02-28,2023-03-02,2,1,54,0.405,0.807,1,1,2,1500000,5101466.4,6601466.4
DISP2189,Semis,BOST,56,2334.27,83.37,CMO03,Chennai,2100,2023-01-23,2023-01-23,0,0,42,0.919,0.435,0,0,1,0,5882360.4,5882360.4
DISP2190,HR Coil,BOST,57,2001.27,70.22,CMO02,Mumbai,1800,2023-02-03,2023-02-03,0,0,31,0.736,0.842,0,4,2,0,4322743.2,4322743.2
DISP2191,Wire Rod,BOXN,46,2298.02,86.13,CMO07,Pune,1750,2023-12-26,2023-12-28,2,1,60,0.717,0.958,1,1,12,1380000,4825842.0,6205842.0
DISP2192,Wire Rod,BCN,41,1637.71,72.63,CMO06,Ahmedabad,1900,2023-01-28,2023-01-29,1,1,27,0.835,0.691,1,5,1,615000,3733978.8,4348978.8
DISP2193,TMT Bar,BLC,54,2976.59,88.91,CMO04,Kolkata,350,2023-08-10,2023-08-12,2,1,45,0.214,0.771,0,3,8,1620000,1250167.8,2870167.8
DISP2194,Plate,BOST,41,1866.04,91.03,CMO01,Delhi,1200,2023-02-07,2023-02-07,0,0,50,0.942,0.374,0,1,2,0,2687097.6,2687097.6
DISP2195,TMT Bar,BOXN,49,2641.87,92.96,CMO05,Hyderabad,1600,2023-08-13,2023-08-15,2,1,53,0.516,0.763,0,6,8,1470000,5072390.4,6542390.4
DISP2196,CR Coil,BLC,57,2786.54,78.85,CMO06,Ahmedabad,1900,2023-11-21,2023-11-21,0,0,23,0.438,0.921,0,1,11,0,6353311.2,6353311.2
DISP2197,Semis,BCN,40,1905.33,86.61,CMO06,Ahmedabad,1900,2023-10-12,2023-10-12,0,0,23,0.299,0.304,0,3,10,0,4344152.4,4344152.4
DISP2198,Plate,BOXN,49,2168.49,76.3,CMO05,Hyderabad,1600,2023-06-26,2023-06-27,1,1,32,0.53,0.752,1,0,6,735000,4163500.8,4898500.8
DISP2199,CR Coil,BCN,46,1858.0,73.44,CMO05,Hyderabad,1600,2023-12-10,2023-12-10,0,0,77,0.882,0.896,0,6,12,0,3567360.0,3567360.0
DISP2200,Plate,BOST,42,1653.11,78.72,CMO04,Kolkata,350,2023-02-04,2023-02-05,1,1,37,0.279,0.808,0,5,2,630000,694306.2,1324306.2
DISP2201,CR Coil,BOBYN,43,2026.7,78.55,CMO06,Ahmedabad,1900,2023-02-05,2023-02-05,0,0,29,0.454,0.615,0,6,2,0,4620876.0,4620876.0
DISP2202,TMT Bar,BOST,44,1913.26,86.97,CMO06,Ahmedabad,1900,2023-07-06,2023-07-06,0,0,45,0.967,0.418,0,3,7,0,4362232.8,4362232.8
DISP2203,Semis,BLC,48,2833.25,95.2,CMO02,Mumbai,1800,2023-03-10,2023-03-11,1,1,47,0.902,0.624,0,4,3,720000,6119820.0,6839820.0
DISP2204,Plate,BOBYN,42,2400.4,95.25,CMO01,Delhi,1200,2023-03-13,2023-03-16,3,1,73,0.357,0.813,0,0,3,1890000,3456576.0,5346576.0
DISP2205,HR Coil,BOST,40,1887.59,94.38,CMO07,Pune,1750,2023-10-24,2023-10-25,1,1,56,0.815,0.449,0,1,10,600000,3963939.0,4563939.0
DISP2206,Plate,BOBYN,51,2502.31,81.77,CMO04,Kolkata,350,2023-10-29,2023-10-31,2,1,42,0.307,0.651,1,6,10,1530000,1050970.2,2580970.2
DISP2207,HR Coil,BOBYN,45,2503.34,92.72,CMO06,Ahmedabad,1900,2023-03-13,2023-03-13,0,0,62,0.327,0.696,0,0,3,0,5707615.2,5707615.2
DISP2208,Semis,BLC,51,2251.74,71.21,CMO02,Mumbai,1800,2023-09-07,2023-09-08,1,1,34,0.25,0.559,0,3,9,765000,4863758.4,5628758.4
DISP2209,Semis,BLC,55,3326.01,97.54,CMO03,Chennai,2100,2023-01-24,2023-01-24,0,0,10,0.984,0.527,0,1,1,0,8381545.2,8381545.2
DISP2210,Plate,BCN,48,2306.28,87.36,CMO06,Ahmedabad,1900,2023-10-19,2023-10-19,0,0,27,0.501,0.565,0,3,10,0,5258318.4,5258318.4
DISP2211,Semis,BOST,48,1950.96,81.29,CMO01,Delhi,1200,2023-04-25,2023-04-29,4,1,71,0.525,0.872,1,1,4,2880000,2809382.4,5689382.4
DISP2212,Plate,BOST,44,1830.33,83.2,CMO01,Delhi,1200,2023-04-28,2023-04-29,1,1,14,0.612,0.497,1,4,4,660000,2635675.2,3295675.2
DISP2213,Plate,BOXN,47,2247.27,82.44,CMO06,Ahmedabad,1900,2023-06-19,2023-06-20,1,1,19,0.585,0.635,0,0,6,705000,5123775.6,5828775.6
DISP2214,Semis,BOXN,47,1943.48,71.29,CMO04,Kolkata,350,2023-10-21,2023-10-23,2,1,80,0.329,0.741,0,5,10,1410000,816261.6,2226261.6
DISP2215,HR Coil,BCN,45,2116.11,85.5,CMO02,Mumbai,1800,2023-07-27,2023-07-31,4,1,77,0.71,0.915,1,3,7,2700000,4570797.6,7270797.6
DISP2216,HR Coil,BLC,55,3274.25,96.02,CMO02,Mumbai,1800,2023-03-29,2023-04-02,4,1,33,0.864,0.721,1,2,3,3300000,7072380.0,10372380.0
DISP2217,CR Coil,BOST,48,1800.76,75.03,CMO05,Hyderabad,1600,2023-12-18,2023-12-19,1,1,48,0.938,0.718,0,0,12,720000,3457459.2,4177459.2
DISP2218,CR Coil,BOXN,46,2285.98,85.68,CMO01,Delhi,1200,2023-09-16,2023-09-20,4,1,58,0.861,0.724,0,5,9,2760000,3291811.2,6051811.2
DISP2219,Plate,BOST,56,2592.0,92.57,CMO01,Delhi,1200,2023-02-17,2023-02-18,1,1,66,0.728,0.931,0,4,2,840000,3732480.0,4572480.0
DISP2220,Semis,BLC,56,2868.58,82.62,CMO06,Ahmedabad,1900,2023-01-23,2023-01-27,4,1,72,0.543,0.957,0,0,1,3360000,6540362.4,9900362.4
DISP2221,TMT Bar,BOST,43,1779.44,82.76,CMO05,Hyderabad,1600,2023-05-11,2023-05-13,2,1,66,0.813,0.937,0,3,5,1290000,3416524.8,4706524.8
DISP2222,Plate,BCN,46,1775.15,70.16,CMO04,Kolkata,350,2023-01-04,2023-01-04,0,0,78,0.618,0.664,0,2,1,0,745563.0,745563.0
DISP2223,CR Coil,BCN,53,2357.3,80.87,CMO06,Ahmedabad,1900,2023-03-21,2023-03-21,0,0,59,0.721,0.478,0,1,3,0,5374644.0,5374644.0
DISP2224,Wire Rod,BCN,48,2633.5,99.75,CMO05,Hyderabad,1600,2023-07-23,2023-07-23,0,0,31,0.531,0.849,0,6,7,0,5056320.0,5056320.0
DISP2225,TMT Bar,BOST,55,2134.37,77.61,CMO05,Hyderabad,1600,2023-06-07,2023-06-07,0,0,78,0.475,0.794,0,2,6,0,4097990.4,4097990.4
DISP2226,Semis,BOXN,47,2273.43,83.4,CMO07,Pune,1750,2023-12-25,2023-12-25,0,0,25,0.28,0.656,1,0,12,0,4774203.0,4774203.0
DISP2227,Semis,BOST,41,1533.85,74.82,CMO05,Hyderabad,1600,2023-11-22,2023-11-22,0,0,5,0.843,0.876,0,2,11,0,2944992.0,2944992.0
DISP2228,Plate,BOXN,42,1897.47,77.89,CMO04,Kolkata,350,2023-07-09,2023-07-09,0,0,15,0.687,0.807,0,6,7,0,796937.4,796937.4
DISP2229,Wire Rod,BOST,49,2238.03,91.35,CMO05,Hyderabad,1600,2023-11-02,2023-11-02,0,0,12,0.957,0.874,0,3,11,0,4297017.6,4297017.6
DISP2230,Wire Rod,BOBYN,56,2640.29,78.58,CMO01,Delhi,1200,2023-01-18,2023-01-19,1,1,70,0.613,0.462,0,2,1,840000,3802017.6,4642017.6
DISP2231,CR Coil,BOXN,45,1895.0,72.61,CMO06,Ahmedabad,1900,2023-05-22,2023-05-22,0,0,56,0.483,0.577,0,0,5,0,4320600.0,4320600.0
DISP2232,Plate,BOXN,42,2106.84,86.49,CMO01,Delhi,1200,2023-10-14,2023-10-17,3,1,79,0.478,0.974,0,5,10,1890000,3033849.6,4923849.6
DISP2233,CR Coil,BLC,58,2522.22,70.14,CMO04,Kolkata,350,2023-03-31,2023-04-02,2,1,57,0.605,0.691,1,4,3,1740000,1059332.4,2799332.4
DISP2234,HR Coil,BOST,48,2310.8,96.28,CMO07,Pune,1750,2023-10-22,2023-10-25,3,1,37,0.755,0.976,0,6,10,2160000,4852680.0,7012680.0
DISP2235,Semis,BLC,54,3244.07,96.9,CMO03,Chennai,2100,2023-01-15,2023-01-20,5,1,66,0.293,0.347,0,6,1,4050000,8175056.4,12225056.4
DISP2236,Structurals,BOBYN,50,2471.18,82.37,CMO06,Ahmedabad,1900,2023-06-30,2023-07-02,2,1,71,0.629,0.791,1,4,6,1500000,5634290.4,7134290.4
DISP2237,Wire Rod,BCN,42,2001.3,86.64,CMO06,Ahmedabad,1900,2023-04-02,2023-04-02,0,0,65,0.451,0.453,0,6,4,0,4562964.0,4562964.0
DISP2238,CR Coil,BOBYN,55,3039.74,92.11,CMO06,Ahmedabad,1900,2023-05-01,2023-05-02,1,1,35,0.898,0.445,0,0,5,825000,6930607.2,7755607.2
DISP2239,Plate,BOBYN,43,1898.79,73.6,CMO03,Chennai,2100,2023-02-10,2023-02-11,1,1,68,0.691,0.835,0,4,2,645000,4784950.8,5429950.8
DISP2240,Wire Rod,BOST,50,2119.26,84.77,CMO03,Chennai,2100,2023-10-22,2023-10-22,0,0,40,0.593,0.989,0,6,10,0,5340535.2,5340535.2
DISP2241,TMT Bar,BOBYN,58,2569.89,73.85,CMO04,Kolkata,350,2023-09-27,2023-09-29,2,1,59,0.583,0.679,1,2,9,1740000,1079353.8,2819353.8
DISP2242,Structurals,BOBYN,54,3217.16,99.3,CMO07,Pune,1750,2023-12-24,2023-12-26,2,1,71,0.568,0.782,0,6,12,1620000,6756036.0,8376036.0
DISP2243,Plate,BCN,51,2479.15,88.38,CMO01,Delhi,1200,2023-05-13,2023-05-13,0,0,28,0.639,0.466,0,5,5,0,3569976.0,3569976.0
DISP2244,Plate,BCN,45,2102.84,84.96,CMO03,Chennai,2100,2023-04-18,2023-04-18,0,0,58,0.761,0.561,0,1,4,0,5299156.8,5299156.8
DISP2245,TMT Bar,BOBYN,58,2572.91,73.93,CMO04,Kolkata,350,2023-10-22,2023-10-22,0,0,34,0.851,0.805,0,6,10,0,1080622.2,1080622.2
DISP2246,Plate,BLC,46,2121.18,74.38,CMO04,Kolkata,350,2023-03-18,2023-03-18,0,0,65,0.845,0.424,0,5,3,0,890895.6,890895.6
DISP2247,Semis,BOST,57,2611.08,91.62,CMO06,Ahmedabad,1900,2023-09-07,2023-09-08,1,1,43,0.401,0.901,0,3,9,855000,5953262.4,6808262.4
DISP2248,CR Coil,BOBYN,48,2427.73,84.3,CMO01,Delhi,1200,2023-11-19,2023-11-19,0,0,17,0.56,0.534,0,6,11,0,3495931.2,3495931.2
DISP2249,Plate,BCN,51,1980.19,70.6,CMO05,Hyderabad,1600,2023-03-04,2023-03-06,2,1,49,0.894,0.974,0,5,3,1530000,3801964.8,5331964.8
DISP2250,Structurals,BOBYN,49,2371.21,80.65,CMO05,Hyderabad,1600,2023-12-11,2023-12-11,0,0,70,0.59,0.816,0,0,12,0,4552723.2,4552723.2
DISP2251,Wire Rod,BCN,54,2641.86,88.95,CMO05,Hyderabad,1600,2023-03-16,2023-03-18,2,1,26,0.712,0.95,0,3,3,1620000,5072371.2,6692371.2
DISP2252,Wire Rod,BOXN,42,1823.59,74.86,CMO07,Pune,1750,2023-04-27,2023-04-29,2,1,45,0.454,0.504,1,3,4,1260000,3829539.0,5089539.0
DISP2253,TMT Bar,BCN,58,2731.54,85.63,CMO04,Kolkata,350,2023-08-19,2023-08-20,1,1,57,0.334,0.898,0,5,8,870000,1147246.8,2017246.8
DISP2254,TMT Bar,BOXN,46,2001.2,75.01,CMO06,Ahmedabad,1900,2023-02-22,2023-02-23,1,1,17,0.251,0.915,0,2,2,690000,4562736.0,5252736.0
DISP2255,Wire Rod,BOXN,43,1942.17,77.87,CMO05,Hyderabad,1600,2023-03-21,2023-03-22,1,1,15,0.724,0.92,0,1,3,645000,3728966.4,4373966.4
DISP2256,TMT Bar,BOBYN,44,2265.18,85.8,CMO04,Kolkata,350,2023-03-29,2023-03-29,0,0,8,0.228,0.55,1,2,3,0,951375.6,951375.6
DISP2257,Semis,BLC,57,3464.94,98.05,CMO04,Kolkata,350,2023-10-08,2023-10-11,3,1,61,0.308,0.964,0,6,10,2565000,1455274.8,4020274.8
DISP2258,Wire Rod,BOST,53,2271.15,85.7,CMO06,Ahmedabad,1900,2023-11-24,2023-11-24,0,0,73,0.448,0.543,0,4,11,0,5178222.0,5178222.0
DISP2259,Semis,BLC,49,2459.97,80.97,CMO01,Delhi,1200,2023-05-14,2023-05-14,0,0,24,0.443,0.3,0,6,5,0,3542356.8,3542356.8
DISP2260,Semis,BCN,49,2265.85,84.08,CMO02,Mumbai,1800,2023-01-05,2023-01-06,1,1,67,0.958,0.634,0,3,1,735000,4894236.0,5629236.0
DISP2261,TMT Bar,BOBYN,40,2074.71,86.45,CMO05,Hyderabad,1600,2023-04-07,2023-04-09,2,1,57,0.906,0.606,0,4,4,1200000,3983443.2,5183443.2
DISP2262,Structurals,BLC,47,2269.7,77.89,CMO04,Kolkata,350,2023-08-05,2023-08-05,0,0,35,0.613,0.86,0,5,8,0,953274.0,953274.0
DISP2263,Structurals,BCN,49,2410.78,89.45,CMO06,Ahmedabad,1900,2023-09-30,2023-10-02,2,1,39,0.53,0.897,1,5,9,1470000,5496578.4,6966578.4
DISP2264,Structurals,BOST,54,2110.43,78.16,CMO04,Kolkata,350,2023-11-15,2023-11-17,2,1,67,0.35,0.314,0,2,11,1620000,886380.6,2506380.6
DISP2265,CR Coil,BCN,48,1947.03,73.75,CMO01,Delhi,1200,2023-08-13,2023-08-13,0,0,6,0.386,0.405,0,6,8,0,2803723.2,2803723.2
DISP2266,TMT Bar,BCN,55,3023.15,99.94,CMO04,Kolkata,350,2023-08-26,2023-08-26,0,0,9,0.464,0.89,1,5,8,0,1269723.0,1269723.0
DISP2267,HR Coil,BLC,42,2247.14,86.3,CMO03,Chennai,2100,2023-04-03,2023-04-03,0,0,29,0.917,0.475,0,0,4,0,5662792.8,5662792.8
DISP2268,HR Coil,BOBYN,52,2905.87,93.14,CMO01,Delhi,1200,2023-08-15,2023-08-15,0,0,36,0.79,0.323,0,1,8,0,4184452.8,4184452.8
DISP2269,Semis,BOST,46,1936.25,84.18,CMO01,Delhi,1200,2023-12-15,2023-12-15,0,0,44,0.949,0.411,0,4,12,0,2788200.0,2788200.0
DISP2270,Structurals,BOST,43,1668.39,77.6,CMO05,Hyderabad,1600,2023-11-23,2023-11-23,0,0,43,0.359,0.921,0,3,11,0,3203308.8,3203308.8
DISP2271,CR Coil,BOBYN,53,2535.59,79.74,CMO01,Delhi,1200,2023-03-27,2023-04-01,5,1,40,0.668,0.577,1,0,3,3975000,3651249.6,7626249.6
DISP2272,Plate,BLC,44,2213.55,81.14,CMO07,Pune,1750,2023-02-15,2023-02-15,0,0,36,0.326,0.364,0,2,2,0,4648455.0,4648455.0
DISP2273,Semis,BOXN,41,1918.23,80.67,CMO06,Ahmedabad,1900,2023-03-20,2023-03-25,5,1,73,0.833,0.388,0,0,3,3075000,4373564.4,7448564.4
DISP2274,Semis,BCN,54,2732.27,92.0,CMO06,Ahmedabad,1900,2023-01-11,2023-01-11,0,0,53,0.487,0.394,0,2,1,0,6229575.6,6229575.6
DISP2275,Wire Rod,BLC,57,2786.26,78.84,CMO06,Ahmedabad,1900,2023-12-23,2023-12-27,4,1,67,0.352,0.431,0,5,12,3420000,6352672.8,9772672.8
DISP2276,TMT Bar,BOST,57,2132.09,74.81,CMO07,Pune,1750,2023-09-29,2023-10-02,3,1,24,0.56,0.874,1,4,9,2565000,4477389.0,7042389.0
DISP2277,Semis,BOST,52,2392.25,92.01,CMO06,Ahmedabad,1900,2023-01-10,2023-01-10,0,0,51,0.821,0.467,0,1,1,0,5454330.0,5454330.0
DISP2278,Structurals,BLC,46,2444.79,85.72,CMO05,Hyderabad,1600,2023-09-12,2023-09-14,2,1,75,0.323,0.498,0,1,9,1380000,4693996.8,6073996.8
DISP2279,HR Coil,BOXN,41,2260.43,95.06,CMO05,Hyderabad,1600,2023-03-08,2023-03-08,0,0,27,0.899,0.441,0,2,3,0,4340025.6,4340025.6
DISP2280,HR Coil,BOST,52,2333.18,89.74,CMO01,Delhi,1200,2023-09-27,2023-09-28,1,1,80,0.405,0.556,1,2,9,780000,3359779.2,4139779.2
DISP2281,CR Coil,BLC,42,2188.45,84.04,CMO06,Ahmedabad,1900,2023-11-24,2023-11-24,0,0,12,0.489,0.82,0,4,11,0,4989666.0,4989666.0
DISP2282,Semis,BOXN,48,2390.64,85.87,CMO03,Chennai,2100,2023-02-06,2023-02-06,0,0,43,0.262,0.451,0,0,2,0,6024412.8,6024412.8
DISP2283,HR Coil,BOBYN,57,2789.35,81.56,CMO06,Ahmedabad,1900,2023-04-09,2023-04-09,0,0,72,0.726,0.699,0,6,4,0,6359718.0,6359718.0
DISP2284,Plate,BOST,53,2448.16,92.38,CMO06,Ahmedabad,1900,2023-11-23,2023-11-23,0,0,78,0.486,0.621,0,3,11,0,5581804.8,5581804.8
DISP2285,HR Coil,BOBYN,57,2806.0,82.05,CMO02,Mumbai,1800,2023-06-22,2023-06-22,0,0,25,0.627,0.72,0,3,6,0,6060960.0,6060960.0
DISP2286,TMT Bar,BCN,51,2310.49,82.37,CMO05,Hyderabad,1600,2023-11-21,2023-11-23,2,1,60,0.861,0.526,0,1,11,1530000,4436140.8,5966140.8
DISP2287,Wire Rod,BOST,48,1939.21,80.8,CMO07,Pune,1750,2023-08-20,2023-08-21,1,1,62,0.968,0.3,0,6,8,720000,4072341.0,4792341.0
DISP2288,HR Coil,BOBYN,49,2063.79,70.2,CMO05,Hyderabad,1600,2023-04-24,2023-04-24,0,0,32,0.885,0.315,0,0,4,0,3962476.8,3962476.8
DISP2289,Structurals,BCN,57,2675.35,85.34,CMO07,Pune,1750,2023-10-20,2023-10-21,1,1,78,0.324,0.326,0,4,10,855000,5618235.0,6473235.0
DISP2290,TMT Bar,BOBYN,47,2190.78,77.69,CMO05,Hyderabad,1600,2023-06-03,2023-06-04,1,1,16,0.656,0.698,0,5,6,705000,4206297.6,4911297.6
DISP2291,TMT Bar,BLC,45,2361.69,84.65,CMO07,Pune,1750,2023-12-20,2023-12-20,0,0,78,0.856,0.367,0,2,12,0,4959549.0,4959549.0
DISP2292,HR Coil,BOST,52,1881.21,72.35,CMO06,Ahmedabad,1900,2023-01-29,2023-02-02,4,1,47,0.478,0.872,1,6,1,3120000,4289158.8,7409158.8
DISP2293,Semis,BOBYN,40,2136.4,89.02,CMO07,Pune,1750,2023-11-20,2023-11-22,2,1,53,0.243,0.667,0,0,11,1200000,4486440.0,5686440.0
DISP2294,TMT Bar,BOBYN,44,1888.01,71.52,CMO05,Hyderabad,1600,2023-07-21,2023-07-22,1,1,62,0.802,0.703,0,4,7,660000,3624979.2,4284979.2
DISP2295,Semis,BOBYN,44,2114.25,80.09,CMO04,Kolkata,350,2023-09-01,2023-09-02,1,1,78,0.796,0.684,0,4,9,660000,887985.0,1547985.0
DISP2296,Wire Rod,BOBYN,44,2228.89,84.43,CMO07,Pune,1750,2023-04-12,2023-04-12,0,0,67,0.516,0.7,0,2,4,0,4680669.0,4680669.0
DISP2297,Structurals,BOBYN,47,2034.61,72.15,CMO05,Hyderabad,1600,2023-08-09,2023-08-10,1,1,46,0.748,0.703,0,2,8,705000,3906451.2,4611451.2
DISP2298,TMT Bar,BOBYN,50,2410.07,80.34,CMO03,Chennai,2100,2023-12-02,2023-12-05,3,1,8,0.816,0.418,0,5,12,2250000,6073376.4,8323376.4
DISP2299,Semis,BOST,44,1830.71,83.21,CMO04,Kolkata,350,2023-04-30,2023-04-30,0,0,30,0.748,0.409,1,6,4,0,768898.2,768898.2
DISP2300,HR Coil,BOXN,47,2684.24,98.47,CMO01,Delhi,1200,2023-03-17,2023-03-19,2,1,41,0.211,0.786,0,4,3,1410000,3865305.6,5275305.6
DISP2301,HR Coil,BOBYN,57,2611.38,76.36,CMO03,Chennai,2100,2023-10-07,2023-10-07,0,0,71,0.8,0.684,0,5,10,0,6580677.6,6580677.6
DISP2302,CR Coil,BOXN,52,2638.7,87.49,CMO06,Ahmedabad,1900,2023-12-06,2023-12-10,4,1,72,0.235,0.419,0,2,12,3120000,6016236.0,9136236.0
DISP2303,Plate,BOXN,54,2807.61,89.64,CMO03,Chennai,2100,2023-01-05,2023-01-05,0,0,13,0.511,0.49,0,3,1,0,7075177.2,7075177.2
DISP2304,Structurals,BOXN,40,1827.58,78.77,CMO03,Chennai,2100,2023-11-29,2023-11-29,0,0,54,0.385,0.566,1,2,11,0,4605501.6,4605501.6
DISP2305,HR Coil,BLC,57,2567.12,72.64,CMO03,Chennai,2100,2023-04-12,2023-04-12,0,0,69,0.973,0.692,0,2,4,0,6469142.4,6469142.4
